rank,id_compra,id_compra_item,ID_contratacao_PNCP,numero_item,label,evidence_url,notes
25,98621905931752024,9862190593175202400001,46137410000180-1-000147/2024,1,data error,https://pncp.gov.br/app/editais/46137410000180/2024/147,PNCP situacao=Fracassado; resultados HTTP 204. CSV 1040.00 locacao de guarita is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/147/itens/1
26,98621905902462024,9862190590246202400017,46137410000180-1-000830/2024,17,data error,https://pncp.gov.br/app/editais/46137410000180/2024/830,PNCP situacao=Anulado/Revogado/Cancelado; resultados HTTP 204. CSV 313.18 livro didatico is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/830/itens/17
27,98621906936312024,9862190693631202400001,46137410000180-1-000855/2024,1,data error,https://pncp.gov.br/app/editais/46137410000180/2024/855,PNCP situacao=Deserto; resultados HTTP 204. CSV 25.39 Frasco-Ampola suxametonio is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/855/itens/1
28,98621905934032024,9862190593403202400001,46137410000180-1-000511/2024,1,spec difference,https://pncp.gov.br/app/editais/46137410000180/2024/511,PNCP confirms homologado 2892.00 UNIDADE for licenciamento de software. CATSER 27456 peers are other workstation licenses near 790-1065. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/511/itens/1
29,98621903900042024,9862190390004202400002,46137410000180-1-000217/2024,2,spec difference,https://pncp.gov.br/app/editais/46137410000180/2024/217,PNCP confirms homologado 4746015.93 UNIDADE for obras civis publicas. CATSER 5622 peers mix revitalizacao and construction lots. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/217/itens/2
30,98621905904562024,9862190590456202400004,46137410000180-1-000722/2024,4,real,https://pncp.gov.br/app/editais/46137410000180/2024/722,PNCP confirms homologado 2430.00 / Unidade for fogao industrial a gas. Same CATMAT 451454 and Unidade as peers near 8617-9555. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/722/itens/4
31,98621905902642024,9862190590264202400004,46137410000180-1-000800/2024,4,data error,https://pncp.gov.br/app/editais/46137410000180/2024/800,PNCP situacao=Fracassado; resultados HTTP 204. CSV 55.87 / kg carne processada is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/800/itens/4
32,98621905935132024,9862190593513202400003,46137410000180-1-000699/2024,3,real,https://pncp.gov.br/app/editais/46137410000180/2024/699,PNCP confirms homologado 16.60 / Unidade for sonda uretral 12 Fr. Same CATMAT 436136 and Unidade as peers near 0.60-10.51. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/699/itens/3
33,98621905902152024,9862190590215202400026,46137410000180-1-000600/2024,26,real,https://pncp.gov.br/app/editais/46137410000180/2024/600,PNCP confirms homologado 13.20 / Unidade for papel celofane 100x85 cm. Same CATMAT 417237 and Unidade as peers near 1.09. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/600/itens/26
34,98621905932062024,9862190593206202400010,46137410000180-1-000284/2024,10,data error,https://pncp.gov.br/app/editais/46137410000180/2024/284,PNCP situacao=Anulado/Revogado/Cancelado; resultados HTTP 204. CSV 196.00 sensor para equipamento medico is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/284/itens/10
35,93009805930532024,9300980593053202400037,46139952000191-1-000127/2024,37,spec difference,https://pncp.gov.br/app/editais/46139952000191/2024/127,"PNCP confirms homologado 500.00 / UN for retirada e transporte de veiculos. CATSER 17965 peers mix ensaio, selagem and revisao de tacografo. Source https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/127/itens/37"
36,93009806930082024,9300980693008202400006,46139952000191-1-000093/2024,6,spec difference,https://pncp.gov.br/app/editais/46139952000191/2024/93,"PNCP confirms homologado 1460.00 / UN for analise microbiologica de agua. CATSER 19143 peers are other water tests (pH, turbidez, fluor). Source https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/93/itens/6"
37,93009805930252024,9300980593025202400077,46139952000191-1-000054/2024,77,real,https://pncp.gov.br/app/editais/46139952000191/2024/54,PNCP confirms homologado 24.50 / Unidade for grampo de cabo 3/8. Same CATMAT 484597 and Unidade as peers near 13-14. Source https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/54/itens/77
38,93009805930252024,9300980593025202400185,46139952000191-1-000054/2024,185,real,https://pncp.gov.br/app/editais/46139952000191/2024/54,PNCP confirms homologado 24.50 / Unidade for grampo de cabo 3/8. Same CATMAT 484597 and Unidade as peers near 13-14. Source https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/54/itens/185
39,98621905935292024,9862190593529202400001,46137410000180-1-000744/2024,1,spec difference,https://pncp.gov.br/app/editais/46137410000180/2024/744,"PNCP confirms homologado 6500000.00 / UN for locacao de veiculos. CATSER 4014 peers mix cavalo mecanico, motoniveladora and passeio lots. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/744/itens/1"
40,98621905985142024,9862190598514202400115,46137410000180-1-000909/2024,115,real,https://pncp.gov.br/app/editais/46137410000180/2024/909,PNCP confirms homologado 99.00 / Unidade for cavadeira articulada cabo 150 cm. Same CATMAT 602047 and Unidade as peers near 30.70-42.80. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/909/itens/115
41,98621905904282024,9862190590428202400002,46137410000180-1-000721/2024,2,unit error,https://pncp.gov.br/app/editais/46137410000180/2024/721,"PNCP item 2 unidadeMedida=Quilograma, homologado=38.00 for biscoito de arroz. Peers on CATMAT 478564 are Embalagem 20,00 G at 3.90. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/721/itens/2"
42,98621905985142024,9862190598514202400033,46137410000180-1-000909/2024,33,real,https://pncp.gov.br/app/editais/46137410000180/2024/909,PNCP confirms homologado 56.00 / Unidade for cadeado de latao. Same CATMAT 290095 and Unidade as peers near 13-21. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/909/itens/33
43,98621905932212024,9862190593221202400002,46137410000180-1-000269/2024,2,data error,https://pncp.gov.br/app/editais/46137410000180/2024/269,PNCP situacao=Fracassado; resultados HTTP 204. CSV 105.00 ortese para coluna is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/269/itens/2
44,98621905900992024,9862190590099202400011,46137410000180-1-000281/2024,11,data error,https://pncp.gov.br/app/editais/46137410000180/2024/281,PNCP situacao=Anulado/Revogado/Cancelado; resultados HTTP 204. CSV 3098.50 martelete is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/281/itens/11
45,98621905933752024,9862190593375202400008,46137410000180-1-000790/2024,8,spec difference,https://pncp.gov.br/app/editais/46137410000180/2024/790,PNCP confirms homologado 18989.00 / UN for manutencao de aparelho oftalmologico. CATSER 13528 peers mix other ophthalmic jobs near 690-3740. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/790/itens/8
46,98621905983882024,9862190598388202400001,46137410000180-1-000714/2024,1,real,https://pncp.gov.br/app/editais/46137410000180/2024/714,PNCP confirms homologado 4.8139 / Litro for gasolina comum IAD 87. Same CATMAT 461506 and Litro as peers near 5.30-5.98. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/714/itens/1
47,98621903970162024,9862190397016202400001,46137410000180-1-000464/2024,1,spec difference,https://pncp.gov.br/app/editais/46137410000180/2024/464,PNCP confirms homologado 3401255.55 UNIDADE for obras de pavimentacao. CATSER 1406 peers are other paving lots. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/464/itens/1
48,98621905983022024,9862190598302202400002,46137410000180-1-000593/2024,2,spec difference,https://pncp.gov.br/app/editais/46137410000180/2024/593,"PNCP confirms homologado 80.00 UNIDADE for manutencao de ar-condicionado. CATSER 3492 peers mix 12000 BTU, cortina de ar and bomba de dreno. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/593/itens/2"
49,98621905985142024,9862190598514202400130,46137410000180-1-000909/2024,130,real,https://pncp.gov.br/app/editais/46137410000180/2024/909,PNCP confirms homologado 10.29 / Unidade for desempenadeira 30x18 cm. Same CATMAT 436485 and Unidade as peers near 8.37-9.58. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/909/itens/130
50,98621905983882024,9862190598388202400004,46137410000180-1-000714/2024,4,real,https://pncp.gov.br/app/editais/46137410000180/2024/714,PNCP confirms homologado 5.1723 / Litro for oleo diesel S10. Same CATMAT 461548 and Litro as peers near 5.45-5.91. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/714/itens/4
51,98621905933512024,9862190593351202400002,46137410000180-1-000501/2024,2,unit error,https://pncp.gov.br/app/editais/46137410000180/2024/501,"PNCP item 2 unidadeMedida=Seringa 2,00 G, homologado=20.44 for resina composta. Peers on CATMAT 437119 are Seringa 4,00 G near 40.28-43.04. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/501/itens/2"
52,98621905933692024,9862190593369202400009,46137410000180-1-000489/2024,9,unit error,https://pncp.gov.br/app/editais/46137410000180/2024/489,"PNCP item 16 unidadeMedida=Grama, homologado=0.0288 for leite em po. Peers on CATMAT 446019 are Quilograma near 19.90-27.80. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/489/itens/9"
53,98621905935132024,9862190593513202400004,46137410000180-1-000699/2024,4,real,https://pncp.gov.br/app/editais/46137410000180/2024/699,PNCP confirms homologado 3.47 / Unidade for fralda adulto medio. Same CATMAT 616017 and Unidade as peers near 1.05-1.63. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/699/itens/4
54,98621905935802024,9862190593580202400016,46137410000180-1-000816/2024,16,real,https://pncp.gov.br/app/editais/46137410000180/2024/816,PNCP confirms homologado 39.80 / Unidade for bordado ingles 137 cm. Same CATMAT 621033 text and Unidade as peers near 27-30. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/816/itens/16
55,93028906900512024,9302890690051202400001,46139960000138-1-000005/2024,1,spec difference,https://pncp.gov.br/app/editais/46139960000138/2024/5,PNCP confirms homologado 641.04 / UN for corretagem-seguro. CATSER 13943 peers mix D&O and per-vehicle auto policies. Source https://pncp.gov.br/api/pncp/v1/orgaos/46139960000138/compras/2024/5/itens/1
56,98621905937732024,9862190593773202400004,46137410000180-1-001162/2024,4,data error,https://pncp.gov.br/app/editais/46137410000180/2024/1162,PNCP situacao=Homologado and valorUnitarioHomologado=55.00. CSV used valor_unitario_estimado=122.85 with empty resultado. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/1162/itens/4
57,98621907000102024,9862190700010202400001,46137410000180-1-000173/2024,1,spec difference,https://pncp.gov.br/app/editais/46137410000180/2024/173,PNCP confirms homologado 515000.00 UNIDADE for apresentacao artistica. Free-text peers are other show lots near 14800-90000. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/173/itens/1
58,98621906934252024,9862190693425202400002,46137410000180-1-000494/2024,2,data error,https://pncp.gov.br/app/editais/46137410000180/2024/494,PNCP situacao=Deserto; resultados HTTP 204. CSV 1.74 cateter is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/494/itens/2
59,98621905933512024,9862190593351202400004,46137410000180-1-000501/2024,4,real,https://pncp.gov.br/app/editais/46137410000180/2024/501,"PNCP confirms homologado 98.8226 / Seringa 4,00 G for resina gengival nanohibrida. Same CATMAT 446500 and pack as peers near 65.26-70.04. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/501/itens/4"
60,98621905933512024,9862190593351202400006,46137410000180-1-000501/2024,6,real,https://pncp.gov.br/app/editais/46137410000180/2024/501,"PNCP confirms homologado 98.8226 / Seringa 4,00 G for resina gengival nanohibrida. Same CATMAT 446500 and pack as peers near 65.26-70.04. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/501/itens/6"
61,98621905904112024,9862190590411202400001,46137410000180-1-000668/2024,1,real,https://pncp.gov.br/app/editais/46137410000180/2024/668,PNCP confirms homologado 7.40 / Bandeja 12 UN for ovo branco A jumbo. Same CATMAT 467577 and tray as peers near 5.30-5.60. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/668/itens/1
62,98621905934612024,9862190593461202400007,46137410000180-1-000610/2024,7,data error,https://pncp.gov.br/app/editais/46137410000180/2024/610,PNCP situacao=Fracassado; resultados HTTP 204. CSV 1.74 / g suplemento cobre e zinco is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/610/itens/7
63,98621905937202024,9862190593720202400003,46137410000180-1-000992/2024,3,data error,https://pncp.gov.br/app/editais/46137410000180/2024/992,PNCP situacao=Fracassado; resultados HTTP 204. CSV 51.875 Caixa 1000 UN adocante is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/992/itens/3
64,93009805930392024,9300980593039202400017,46139952000191-1-000095/2024,17,spec difference,https://pncp.gov.br/app/editais/46139952000191/2024/95,PNCP confirms homologado 8.87 / Unidade for adesivo conforme modelo. CATMAT 472084 peers mix other sizes near 2.45-112.49. Source https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/95/itens/17
65,98621905905102024,9862190590510202400001,46137410000180-1-000789/2024,1,data error,https://pncp.gov.br/app/editais/46137410000180/2024/789,PNCP situacao=Fracassado; resultados HTTP 204. CSV 10.02 / kg feijao branco is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/789/itens/1
66,98621905933512024,9862190593351202400005,46137410000180-1-000501/2024,5,real,https://pncp.gov.br/app/editais/46137410000180/2024/501,"PNCP confirms homologado 97.5933 / Seringa 4,00 G for resina gengival nanohibrida. Same CATMAT 446500 and pack as peers near 65.26-70.04. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/501/itens/5"
67,98621905904492024,9862190590449202400004,46137410000180-1-000697/2024,4,real,https://pncp.gov.br/app/editais/46137410000180/2024/697,PNCP confirms homologado 8.85 / kg for feijao carioca cozido a vacuo. Same CATMAT 464585 and kg as peers near 4.50-5.17. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/697/itens/4
68,98621905903692024,9862190590369202400002,46137410000180-1-000638/2024,2,data error,https://pncp.gov.br/app/editais/46137410000180/2024/638,PNCP situacao=Fracassado; resultados HTTP 204. CSV 12.09 / kg biscoito rosquinha is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/638/itens/2
69,98621905984462024,9862190598446202400011,46137410000180-1-000757/2024,11,real,https://pncp.gov.br/app/editais/46137410000180/2024/757,PNCP confirms homologado 4.86 / kg for laranja pera. Same CATMAT 464393 and kg as peers near 3.80-4.15. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/757/itens/11
70,93009805930352024,9300980593035202400009,46139952000191-1-000086/2024,9,real,https://pncp.gov.br/app/editais/46139952000191/2024/86,PNCP confirms homologado 8682.30 / Unidade for bomba centrifuga 50 CV. Same CATMAT 324309 text and Unidade as peers. Source https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/86/itens/9
71,98621905934902024,9862190593490202400001,46137410000180-1-000613/2024,1,data error,https://pncp.gov.br/app/editais/46137410000180/2024/613,PNCP situacao=Anulado/Revogado/Cancelado; resultados HTTP 204. CSV 2.385 fralda XXG is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/613/itens/1
72,98621905902792024,9862190590279202400001,46137410000180-1-000314/2024,1,data error,https://pncp.gov.br/app/editais/46137410000180/2024/314,PNCP situacao=Fracassado; resultados HTTP 204. CSV 16.66 / kg leguminosa is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/314/itens/1
73,98621905933812024,9862190593381202400008,46137410000180-1-000853/2024,8,spec difference,https://pncp.gov.br/app/editais/46137410000180/2024/853,"PNCP confirms homologado 1000.00 / UN for manutencao de aparelho de ondas curtas. CATSER 5428 peers mix tomografo, tens/fes and laser jobs. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/853/itens/8"
74,98621905935132024,9862190593513202400009,46137410000180-1-000699/2024,9,real,https://pncp.gov.br/app/editais/46137410000180/2024/699,PNCP confirms homologado 2.17 / Unidade for fralda adulto pequeno. Same CATMAT 616016 and Unidade as peers near 1.01-1.42. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/699/itens/9
75,98621905905132024,9862190590513202400022,46137410000180-1-000933/2024,22,real,https://pncp.gov.br/app/editais/46137410000180/2024/933,PNCP confirms homologado 0.68 / Unidade for caneta marca-texto amarela 4 mm. Same CATMAT 486374 and Unidade as peers near 0.40-0.45. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/933/itens/22
76,98621905985142024,9862190598514202400015,46137410000180-1-000909/2024,15,real,https://pncp.gov.br/app/editais/46137410000180/2024/909,PNCP confirms homologado 0.90 / Unidade for parafuso com bucha n 8. Same CATMAT 389551 and Unidade as peers near 0.23-0.44. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/909/itens/15
77,98621905903812024,9862190590381202400001,46137410000180-1-000628/2024,1,real,https://pncp.gov.br/app/editais/46137410000180/2024/628,PNCP confirms homologado 550.00 / Unidade for defletor de ar 110 cm. Same CATMAT 608435 text and Unidade as peers near 122.90-200.00. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/628/itens/1
78,98621905932872024,9862190593287202400001,46137410000180-1-000519/2024,1,real,https://pncp.gov.br/app/editais/46137410000180/2024/519,PNCP confirms homologado 16576.00 / Unidade for uniforme profissional casaca/calca/quepe sob medida. Same CATMAT 616968 text and Unidade as peers. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/519/itens/1
79,93009805930352024,9300980593035202400005,46139952000191-1-000086/2024,5,real,https://pncp.gov.br/app/editais/46139952000191/2024/86,PNCP confirms homologado 8682.30 / Unidade for bomba centrifuga 50 CV. Same CATMAT 324309 text and Unidade as peers. Source https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/86/itens/5
80,93009805930392024,9300980593039202400007,46139952000191-1-000095/2024,7,spec difference,https://pncp.gov.br/app/editais/46139952000191/2024/95,PNCP confirms homologado 3.78 / Unidade for adesivo conforme modelo. CATMAT 472084 peers mix other sizes near 0.58-2.47. Source https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/95/itens/7
81,98621906934502024,9862190693450202400014,46137410000180-1-000677/2024,14,data error,https://pncp.gov.br/app/editais/46137410000180/2024/677,PNCP situacao=Deserto; resultados HTTP 204. CSV 8.9156 comprimido roflumilaste is the estimate only. Source https://pncp.gov.br/api/pncp/v1/orgaos/46137410000180/compras/2024/677/itens/14
