id_compra,id_compra_item,ID_contratacao_PNCP,numero_item,descricao,unidade_medida,quantidade,valor_unitario_estimado,valor_unitario_resultado,valor_total,valor_total_resultado,evidence_url
98621905932872024,9862190593287202400002,46137410000180-1-000519/2024,2,"Uniforme Profissional Componentes: Casaca, Calça, Quepe, Camisa, Dragona, Luva, Cinto , Tamanho: Sob Medida , Material: Tecido , Características Adicionais: Personalização Conforme Modelo Do Órgão , Aplicação: Uniforme , Tipo: Unissex",Unidade ,1.0,92984.19,44750.0,92984.19,44750.0,https://pncp.gov.br/app/editais/46137410000180/2024/519
98621905904352024,9862190590435202400001,46137410000180-1-000803/2024,1,"Lápis Tipo: Atóxico, Cor: Preta, Material: Carvão Macio, Aplicação: Desenho Artístico",Unidade  ,1163.0,8.38,7.8,9745.94,9071.4,https://pncp.gov.br/app/editais/46137410000180/2024/803
98621905931752024,9862190593175202400001,46137410000180-1-000147/2024,1,Locação Guarita / Cabine Sanitária,UNIDADE,6.0,1040.0,,6240.0,,https://pncp.gov.br/app/editais/46137410000180/2024/147
98621905902462024,9862190590246202400017,46137410000180-1-000830/2024,17,Livro Didático,Unidade  ,809.0,313.18,,253362.62,,https://pncp.gov.br/app/editais/46137410000180/2024/830
98621906936312024,9862190693631202400001,46137410000180-1-000855/2024,1,"Suxametônio Cloreto Dosagem: 100MG, Indicação: Injetável",Frasco-Ampola  ,250.0,25.39,,6347.5,,https://pncp.gov.br/app/editais/46137410000180/2024/855
98621905934032024,9862190593403202400001,46137410000180-1-000511/2024,1,Licenciamento de Direitos Permanentes  de  Uso  de  Softwarepara Estação de Trabalho,UNIDADE,4.0,3490.0,2892.0,13960.0,11568.0,https://pncp.gov.br/app/editais/46137410000180/2024/511
98621903900042024,9862190390004202400002,46137410000180-1-000217/2024,2,"Execução de Unidade Escolar de Educação Infantil, com a tecnologia Steel Framing, conforme Memorial Técnico Descritivo.",UNIDADE,1.0,4746015.93,4746015.93,4746015.93,4746015.93,https://pncp.gov.br/app/editais/46137410000180/2024/217
98621905904562024,9862190590456202400004,46137410000180-1-000722/2024,4,"Fogão Industrial Material: Aço Inoxidável , Funcionamento: Gás , Tipo Acendimento: Manual , Tipo Uso: Cozinhar E Assar Alimentos , Características Adicionais: 6 Queimadores Duplos, Forno, Chapa E Banho-Maria A , Quantidade Bocas: 6 U",Unidade,7.0,2449.92,2430.0,17149.44,17010.0,https://pncp.gov.br/app/editais/46137410000180/2024/722
98621905902642024,9862190590264202400004,46137410000180-1-000800/2024,4,"Carne Processada Variedade: Pernil, Tipo: Suíno, Sabor: Temperado, Apresentação: Em Tiras, Tipo Preparação: Com Especiarias Naturais, Estado De Conservação: Congelado(A)",Quilograma,1400.0,55.87,,78218.0,,https://pncp.gov.br/app/editais/46137410000180/2024/800
98621905935132024,9862190593513202400003,46137410000180-1-000699/2024,3,"Sonda Trato Urinário Modelo: Uretral , Material: Poliuretano , Calibre: 12 FRENCH, Conector: Conector Padrão , Comprimento: Cerca 20 CM, Tipo Ponta: Ponta Distal Cilíndrica Fechada , Componentes: C/ Orifícios Laterais , Adicionais: Lubrificada , Esterilidade: Estéril, Descartável , Embalagem: Embalagem Individual",Unidade,2400.0,16.8225,16.6,40374.0,39840.0,https://pncp.gov.br/app/editais/46137410000180/2024/699
98621905902152024,9862190590215202400026,46137410000180-1-000600/2024,26,"Papel Celofane Comprimento: 100 CM, Largura: 85 CM, Cor: Variada , Aplicação: Trabalhos Educativos , Gramatura: 18 G/M",Unidade  ,1160.0,14.95,13.2,17342.0,15312.0,https://pncp.gov.br/app/editais/46137410000180/2024/600
98621905932062024,9862190593206202400010,46137410000180-1-000284/2024,10,Sensor Para Equipamento Médico,Unidade ,2.0,196.0,,392.0,,https://pncp.gov.br/app/editais/46137410000180/2024/284
93009805930532024,9300980593053202400037,46139952000191-1-000127/2024,37,Serviço de retirada e transporte de veículos,  UN,39.0,1300.0,500.0,50700.0,19500.0,https://pncp.gov.br/app/editais/46139952000191/2024/127
93009806930082024,9300980693008202400006,46139952000191-1-000093/2024,6,Rodada interlaboratorial: água tratada microbiológica: Coliformes totais- e.coli/ presença/ausência. Bactérias heterotróficas- contagem,  UN,1.0,2384.68,1460.0,2384.68,1460.0,https://pncp.gov.br/app/editais/46139952000191/2024/93
93009805930252024,9300980593025202400077,46139952000191-1-000054/2024,77,"Grampo Para Cabo Material: Ferro Fundido Galvanizado , Tipo Uso: Cabo Aço , Bitola: 3/8 PO",Unidade ,38.0,25.15,24.5,955.7,931.0,https://pncp.gov.br/app/editais/46139952000191/2024/54
93009805930252024,9300980593025202400185,46139952000191-1-000054/2024,185,"Grampo Para Cabo Material: Ferro Fundido Galvanizado , Tipo Uso: Cabo Aço , Bitola: 3/8 PO",Unidade ,12.0,25.15,24.5,301.8,294.0,https://pncp.gov.br/app/editais/46139952000191/2024/54
98621905935292024,9862190593529202400001,46137410000180-1-000744/2024,1,Locação de veículos - leves / pesados,  UN,1.0,9901080.0,6500000.0,9901080.0,6500000.0,https://pncp.gov.br/app/editais/46137410000180/2024/744
98621905985142024,9862190598514202400115,46137410000180-1-000909/2024,115,"CAVADEIRA ARTICULADA, MATERIAL AÇO SAE 1042., CABO MADEIRA, COMPRIMENTO DOCABO 150CM CM, COMPRIMENTO DAS GARRAS 28 CM",Unidade,31.0,126.42,99.0,3919.02,3069.0,https://pncp.gov.br/app/editais/46137410000180/2024/909
98621905904282024,9862190590428202400002,46137410000180-1-000721/2024,2,"Biscoito Sabor: Salgado , Tipo: Bolacha , Ingredientes: Arroz Integral, Sal , Características Adicionais: Sem Recheio",Quilograma,5000.0,52.93,38.0,264650.0,190000.0,https://pncp.gov.br/app/editais/46137410000180/2024/721
98621905985142024,9862190598514202400033,46137410000180-1-000909/2024,33,"CADEADO, MATERIAL LATÃO MACIÇO",Unidade,37.0,87.6,56.0,3241.2,2072.0,https://pncp.gov.br/app/editais/46137410000180/2024/909
98621905932212024,9862190593221202400002,46137410000180-1-000269/2024,2,Órtese para coluna vertebral,Unidade,100.0,105.0,,10500.0,,https://pncp.gov.br/app/editais/46137410000180/2024/269
98621905900992024,9862190590099202400011,46137410000180-1-000281/2024,11,Martelete,Unidade,2.0,3098.5,,6197.0,,https://pncp.gov.br/app/editais/46137410000180/2024/281
98621905933752024,9862190593375202400008,46137410000180-1-000790/2024,8,Manutenção de Aparelho Oftalmológico - manutenção corretiva para APARELHO ÓPTICO AUTO REFRATOR CERATOMETRO - VIDE EDITAL ANEXO I,  UN,4.0,22500.0,18989.0,90000.0,75956.0,https://pncp.gov.br/app/editais/46137410000180/2024/790
98621905983882024,9862190598388202400001,46137410000180-1-000714/2024,1,"Gasolina Uso: Para Automotivos , Classificação: Comum , Índice De Octanagem: Iad 87 Min",Litro ,250000.0,5.29,4.8139,1322500.0,1203475.0,https://pncp.gov.br/app/editais/46137410000180/2024/714
98621903970162024,9862190397016202400001,46137410000180-1-000464/2024,1,Obras Civis de Pavimentação Asfáltica,UNIDADE,1.0,5294605.79,3401255.55,5294605.79,3401255.55,https://pncp.gov.br/app/editais/46137410000180/2024/464
98621905983022024,9862190598302202400002,46137410000180-1-000593/2024,2,"MANUTENÇÃO PREVENTIVA E CORRETIVA DE AR CONDICIONADO TIPO K7 48.000 BTUS INCLUINDO HIGIENIZAÇÃO, LIMPEZA ANALISE E MANUTENÇÃO COM FORNECIMENTO DE PEÇAS. Marca/Modelo: Elgin / Tipo  K7 (Cassete)",UNIDADE,48.0,263.85,80.0,12664.8,3840.0,https://pncp.gov.br/app/editais/46137410000180/2024/593
98621905985142024,9862190598514202400130,46137410000180-1-000909/2024,130,"DESEMPENADEIRA MANUAL, MATERIAL TERMOPLÁSTICO, COMPRIMENTO 30 CM, LARGURA 18CM",Unidade,20.0,13.51,10.29,270.2,205.8,https://pncp.gov.br/app/editais/46137410000180/2024/909
98621905983882024,9862190598388202400004,46137410000180-1-000714/2024,4,"Óleo Diesel Uso: Automotivo , Apresentação: Com Biodiesel , Composição: Concentração De Enxofre 10 MG/K",Litro ,900000.0,5.69,5.1723,5121000.0,4654989.0,https://pncp.gov.br/app/editais/46137410000180/2024/714
98621905933512024,9862190593351202400002,46137410000180-1-000501/2024,2,"Resina Composta Tipo: Opacificadora, Fotopolimerizável , Tamanho Partículas: Microhíbrida , Aspecto Físico: Fluida","Seringa 2,00 G",302.0,49.95,20.44,15084.9,6172.88,https://pncp.gov.br/app/editais/46137410000180/2024/501
98621905933692024,9862190593369202400009,46137410000180-1-000489/2024,9,"Leite Em Pó Origem: De Vaca , Teor Gordura: Integral , Solubilidade: Instantâneo",Grama,6264000.0,0.0478,0.0288,299419.2,180403.2,https://pncp.gov.br/app/editais/46137410000180/2024/489
98621905935132024,9862190593513202400004,46137410000180-1-000699/2024,4,"Fralda Descartável Tipo Fixação: Tiras Ajustáveis E Reposicionáveis , Tamanho: Adulto Médio , Material: Tela Polímerica E Núcleo Absorvente , Revestimento Externo: Impermeável , Característica Adicional: P/ Fluxo Intenso / Noturno, Barreira Antivazamento",Unidade,4200.0,4.1548,3.47,17450.16,14574.0,https://pncp.gov.br/app/editais/46137410000180/2024/699
98621905935802024,9862190593580202400016,46137410000180-1-000816/2024,16,"BORDADO PARA COSTURA, TIPO BORDADO INGLÊS, QUANTIDADE CORES 01 UN, COMPOSIÇÃOBÁSICA 100% ALGODÃO, COMPRIMENTO 137 CM, LARGURA 7 CM",Unidade  ,80.0,46.0,39.8,3680.0,3184.0,https://pncp.gov.br/app/editais/46137410000180/2024/816
93028906900512024,9302890690051202400001,46139960000138-1-000005/2024,1,Corretagem - seguro,  UN,1.0,1074.35,641.04,1074.35,641.04,https://pncp.gov.br/app/editais/46139960000138/2024/5
98621905937732024,9862190593773202400004,46137410000180-1-001162/2024,4,Esfigmomanômetro,Unidade  ,20.0,122.85,,2457.0,,https://pncp.gov.br/app/editais/46137410000180/2024/1162
98621907000102024,9862190700010202400001,46137410000180-1-000173/2024,1,Apresentação artística / musical / canto / coral Apresentação artística / musical / canto / coral,UNIDADE,1.0,515000.0,515000.0,515000.0,515000.0,https://pncp.gov.br/app/editais/46137410000180/2024/173
98621906934252024,9862190693425202400002,46137410000180-1-000494/2024,2,"Cateter Material: Polímero , Esterilidade: Estéril, Descartável , Uso: Adulto , Referência: P/ Coleta De Aspirado Broncoalveolar , Componentes: Duplo - Externo E Interno C/ Trava , Componentes Adicionais: Ponta Distal C/ Tampão",Unidade ,400.0,1.74,,696.0,,https://pncp.gov.br/app/editais/46137410000180/2024/494
98621905933512024,9862190593351202400004,46137410000180-1-000501/2024,4,"Resina Composta Tipo: Fotopolimerizável, Gengival , Tamanho Partículas: Nanohíbrida , Aspecto Físico: Pastosa","Seringa 4,00 G",301.0,172.0667,98.8226,51792.07,29745.6026,https://pncp.gov.br/app/editais/46137410000180/2024/501
98621905933512024,9862190593351202400006,46137410000180-1-000501/2024,6,"Resina Composta Tipo: Fotopolimerizável, Gengival , Tamanho Partículas: Nanohíbrida , Aspecto Físico: Pastosa","Seringa 4,00 G",301.0,172.0667,98.8226,51792.07,29745.6026,https://pncp.gov.br/app/editais/46137410000180/2024/501
98621905904112024,9862190590411202400001,46137410000180-1-000668/2024,1,"Ovo Origem: Galinha , Grupo: Branco , Classe: A , Tipo: Jumbo","Bandeja 12,00 UN",30240.0,9.22,7.4,278812.8,223776.0,https://pncp.gov.br/app/editais/46137410000180/2024/668
98621905934612024,9862190593461202400007,46137410000180-1-000610/2024,7,Suplemento Nutricional Componentes: Cobre E Zinco,Grama,522.0,1.74,,908.28,,https://pncp.gov.br/app/editais/46137410000180/2024/610
98621905937202024,9862190593720202400003,46137410000180-1-000992/2024,3,Adoçante,"Caixa 1000,00 UN",200.0,51.875,,10375.0,,https://pncp.gov.br/app/editais/46137410000180/2024/992
93009805930392024,9300980593039202400017,46139952000191-1-000095/2024,17,"Adesivo Colagem Tipo: Auto Adesivo , Aplicação: Comunicação Visual , Características Adicionais: Conforme Modelo , Tamanho: 30 CM, Material: Vinil",Unidade  ,2.0,35.0,8.87,70.0,17.74,https://pncp.gov.br/app/editais/46139952000191/2024/95
98621905905102024,9862190590510202400001,46137410000180-1-000789/2024,1,"Leguminosa Variedade: Feijão Branco, Tipo: Tipo 1",Quilograma,15160.0,10.02,,151903.2,,https://pncp.gov.br/app/editais/46137410000180/2024/789
98621905933512024,9862190593351202400005,46137410000180-1-000501/2024,5,"Resina Composta Tipo: Fotopolimerizável, Gengival , Tamanho Partículas: Nanohíbrida , Aspecto Físico: Pastosa","Seringa 4,00 G",300.0,172.0667,97.5933,51620.01,29277.99,https://pncp.gov.br/app/editais/46137410000180/2024/501
98621905904492024,9862190590449202400004,46137410000180-1-000697/2024,4,"Leguminosa Processada Tipo: Feijão Carioca , Preparo: Cozida , Apresentação: À Vácuo , Adicional: Com Tempero",Quilograma,20075.0,8.85,8.85,177663.75,177663.75,https://pncp.gov.br/app/editais/46137410000180/2024/697
98621905903692024,9862190590369202400002,46137410000180-1-000638/2024,2,"BISCOITO DOCE TIPO ROSQUINHA DE COCO: O PRODUTO DEVERÁ ESTAR DE ACORDO COM A NTA 02 E 48 (DECRETO 12.486/78), RESOLUÇÃO CD/FNDE N°06 DE 08/05/20 E RESOLUÇÃO Nº 604 DE 10/02/22.
INGREDIENTES MÍNIMOS: FARINHA DE TRIGO ENRIQUECIDA COM FERRO E ÁCIDO FÓLICO, GORDURA VEGETAL, AÇÚCAR, COCO RALADO OU EM FLOCOS E SAL. NÃO DEVERÁ CONTER LEITE OU SORO DE LEITE NA COMPOSIÇÃO, ENTRETANTO, PODERÁ CONTER TRAÇOS DE LEITE. SEM GORDURA TRANS, SEM GORDURA VEGETAL HIDROGENADA, SEM EDULCORANTES ARTIFICIAIS E SEM CORANTES ARTIFICIAIS. PODERÁ CONTER OUTROS INGREDIENTES DESDE QUE APROVADOS PELA LEGISLAÇÃO VIGENTE E QUE NÃO DESCARACTERIZEM O PRODUTO, OS QUAIS DEVERÃO SER DECLARADOS.
CARACTERÍSTICAS: TEXTURA MACIA E CROCANTE, COR, ODOR E SABOR PRÓPRIOS.
EMBALAGEM PRIMÁRIA: PACOTES DE POLIPROPILENO, RESISTENTE, ATÓXICO, LACRADO, CONTENDO DE 300 A 500 GRAMAS.
EMBALAGEM PARA ENTREGA: CAIXA DE PAPELÃO TIPO DUPLEX REFORÇADAS E RESISTENTES COM ABAS SUPERIORES E INFERIORES LACRADAS COM FITA ADESIVA, PESANDO ATÉ 10 KG.",Quilograma,6617.0,12.09,,79999.53,,https://pncp.gov.br/app/editais/46137410000180/2024/638
98621905984462024,9862190598446202400011,46137410000180-1-000757/2024,11,"Fruta Tipo: Laranja Pera , Apresentação: Natural",Quilograma,1200.0,5.9,4.86,7080.0,5832.0,https://pncp.gov.br/app/editais/46137410000180/2024/757
93009805930352024,9300980593035202400009,46139952000191-1-000086/2024,9,"Bomba Centrífuga Material: Ferro Fundido , Tipo Vedação Eixo: Selo Mecânico , Rotação: 3.500 RPM, Potência: 50 CV, Tensão: 220/380/440 V, Características Adicionais: Ip-55, Monoestágio, Acoplamento Monobloco A Motor",Unidade  ,1.0,10616.03,8682.3,10616.03,8682.3,https://pncp.gov.br/app/editais/46139952000191/2024/86
98621905934902024,9862190593490202400001,46137410000180-1-000613/2024,1,"Fralda Descartável Tipo Fixação: Tiras Ajustáveis E Reposicionáveis , Tamanho: Infantil Extra Grande Xxg , Material: Tela Polímerica E Núcleo Absorvente , Revestimento Externo: Impermeável , Característica Adicional: P/ Fluxo Intenso / Noturno, Barreira Antivazamento",Unidade,5000.0,2.385,,11925.0,,https://pncp.gov.br/app/editais/46137410000180/2024/613
98621905902792024,9862190590279202400001,46137410000180-1-000314/2024,1,Leguminosa,Quilograma,2660.0,16.66,,44315.6,,https://pncp.gov.br/app/editais/46137410000180/2024/314
98621905933812024,9862190593381202400008,46137410000180-1-000853/2024,8,Serviço de manutenção corretiva de aparelhos de Ondas Curtas:  Deve seguir asmesmas especificações da Manutenção Preventiva.,  UN,20.0,1600.0,1000.0,32000.0,20000.0,https://pncp.gov.br/app/editais/46137410000180/2024/853
98621905935132024,9862190593513202400009,46137410000180-1-000699/2024,9,"Fralda Descartável Tipo Fixação: Tiras Ajustáveis E Reposicionáveis , Tamanho: Adulto Pequeno , Material: Tela Polímerica E Núcleo Absorvente , Revestimento Externo: Impermeável , Característica Adicional: P/ Fluxo Intenso / Noturno, Barreira Antivazamento",Unidade,3000.0,2.95,2.17,8850.0,6510.0,https://pncp.gov.br/app/editais/46137410000180/2024/699
98621905905132024,9862190590513202400022,46137410000180-1-000933/2024,22,"CANETA MARCA-TEXTO, MATERIAL PLÁSTICO, TIPO PONTA CHANFRADA, COR AMARELA,CARACTERÍSTICAS ADICIONAIS TRAÇO 4 MM",Unidade  ,5069.0,0.68,0.68,3446.92,3446.92,https://pncp.gov.br/app/editais/46137410000180/2024/933
98621905985142024,9862190598514202400015,46137410000180-1-000909/2024,15,"PARAFUSO COM BUCHA E PORCA, MATERIAL LATÃO, REFERÊNCIA BUCHA Nº 8, TIPO PORCADE MAMA, APLICAÇÃO FIXAÇÃO DE LOUÇAS SANITÁRIAS, APRESENTAÇÃO KIT (01 PORCA 01PARAFUSO), CARACTERÍSTICAS ADICIONAIS REMOVÍVEL, ARRUELA PLÁSTICA",Unidade,750.0,6.6,0.9,4950.0,675.0,https://pncp.gov.br/app/editais/46137410000180/2024/909
98621905903812024,9862190590381202400001,46137410000180-1-000628/2024,1,"Peças E Acessórios Aparelho Ar Condicionado Tipo: Defletor , Material: Abs , Comprimento: 110 CM, Características Adicionais: Com Hastes E Superfície Perfurada , Aplicação: Ar-Condicionado",Unidade  ,3.0,769.74,550.0,2309.22,1650.0,https://pncp.gov.br/app/editais/46137410000180/2024/628
98621905932872024,9862190593287202400001,46137410000180-1-000519/2024,1,"Uniforme Profissional Componentes: Casaca, Calça, Quepe, Camisa, Dragona, Luva, Cinto , Tamanho: Sob Medida , Material: Tecido , Características Adicionais: Personalização Conforme Modelo Do Órgão , Aplicação: Uniforme , Tipo: Unissex",Unidade ,1.0,34612.57,16576.0,34612.57,16576.0,https://pncp.gov.br/app/editais/46137410000180/2024/519
93009805930352024,9300980593035202400005,46139952000191-1-000086/2024,5,"Bomba Centrífuga Material: Ferro Fundido , Tipo Vedação Eixo: Selo Mecânico , Rotação: 3.500 RPM, Potência: 50 CV, Tensão: 220/380/440 V, Características Adicionais: Ip-55, Monoestágio, Acoplamento Monobloco A Motor",Unidade  ,5.0,10616.02,8682.3,53080.13,43411.5,https://pncp.gov.br/app/editais/46139952000191/2024/86
93009805930392024,9300980593039202400007,46139952000191-1-000095/2024,7,"Adesivo Colagem Tipo: Auto Adesivo , Aplicação: Comunicação Visual , Características Adicionais: Conforme Modelo , Tamanho: 30 CM, Material: Vinil",Unidade  ,59.0,21.0,3.78,1239.0,223.02,https://pncp.gov.br/app/editais/46139952000191/2024/95
98621906934502024,9862190693450202400014,46137410000180-1-000677/2024,14,Roflumilaste Concentração: 500 MC,Comprimido  ,120.0,8.9156,,1069.87,,https://pncp.gov.br/app/editais/46137410000180/2024/677
93009805930532024,9300980593053202400003,46139952000191-1-000127/2024,3,Tarifa de Selagem de tacógrafo,  UN,39.0,83.49,77.99,3256.11,3041.61,https://pncp.gov.br/app/editais/46139952000191/2024/127
98621905903692024,9862190590369202400003,46137410000180-1-000638/2024,3,"BISCOITO POLVILHO: O PRODUTO DEVERÁ ESTAR DE ACORDO COM A NTA 02 E 48 (DECRETO 12.486/78) E RDC N° 727, DE 1 DE JULHO DE 2022.
INGREDIENTES MÍNIMOS: POLVILHO, GORDURA VEGETAL E SAL. PODERÁ CONTER OUTROS INGREDIENTES DESDE QUE APROVADOS PELA LEGISLAÇÃO VIGENTE E QUE NÃO DESCARACTERIZEM O PRODUTO, OS QUAIS DEVERÃO SER DECLARADOS. SEM GORDURA TRANS E SEM GLÚTEN. NÃO DEVERÁ CONTER LEITE E DERIVADOS, LACTOSE E NENHUM RESÍDUO DE LEITE.
ASPECTO: COR, ODOR, SABOR E TEXTURA CARACTERÍSTICOS.
 EMBALAGEM PRIMÁRIA: PACOTE DE 50 A 150 GRAMAS.",Quilograma,22610.0,34.35,25.0,776653.5,565250.0,https://pncp.gov.br/app/editais/46137410000180/2024/638
